Name,Pct,Count
Mo,10125.277593984962,2
Ivano,7087.694315789473,1
Laphonso,7087.694315789473,1
Mikki,7087.694315789473,1
Kornel,7087.694315789473,1
Nazr,7087.694315789473,1
Jahidi,7087.694315789473,1
Rafer,7087.694315789473,1
Dermarr,7087.694315789473,1
Ansu,7087.694315789473,1
Udonis,7087.694315789473,1
Kasib,7087.694315789473,1
Ish,7087.694315789473,1
Gani,7087.694315789473,1
Mychel,7087.694315789473,1
Briante,7087.694315789473,1
Jemerrio,7087.694315789473,1
Allonzo,7087.694315789473,1
Rawle,6443.3584688995215,2
God,5906.411929824561,1
Meyers,5906.411929824561,1
Olden,5062.638796992481,1
Kenrich,5062.638796992481,1
Jimmer,3937.6079532163744,1
Bison,3543.8471578947365,1
Mirsad,3543.8471578947365,1
Norvel,3543.8471578947365,1
Dontonio,3221.6792344497608,1
Lavor,2362.5647719298245,1
Shelvin,2362.5647719298245,1
Kevinn,1865.1827146814405,1
Adreian,1687.5462656641603,1
Myke,1687.5462656641603,1
Mardy,1610.8396172248804,1
Demarre,1610.8396172248804,1
Kemba,1313.9393052631578,1
Roko,1312.535984405458,1
Dahntay,1222.0162613430127,1
Bracey,1222.0162613430127,1
Eleazer,1222.0162613430127,1
Javale,1181.2823859649122,1
Kawhi,1107.4522368421053,1
Bam,908.6787584345478,1
Deyonta,843.7731328320801,1
Hamidou,843.7731328320801,1
Chucky,833.8463900928792,2
Bubba,824.1505018359853,1
Jerian,824.1505018359853,1
Corliss,805.4198086124402,1
Justise,805.4198086124402,1
Jarnell,787.5215906432749,1
Calbert,770.4015560640732,1
Kiwane,754.0100335946249,1
Jerryd,738.3014912280702,1
Jawun,738.3014912280702,1
Tang,698.9038857782755,1
Sundiata,644.3358468899521,1
Danuel,644.3358468899521,2
Naz,566.3531488203266,1
Rik,545.2072550607287,1
Shammond,528.9324116260801,1
Tremont,528.9324116260801,1
Roberta,513.6010373760488,1
Metta,505.3612712550607,1
Yogi,499.13340252038546,1
Rumeal,485.458514780101,1
Joakim,478.89826458036987,1
Jerrelle,478.89826458036987,1
Kosta,463.24799449604404,2
Ledell,460.2398906356801,1
Kj,448.5882478347768,1
Voshon,442.98089473684206,1
Elmore,421.88656641604007,1
Zhaire,416.9231950464396,1
Shawnelle,400.5912516046213,1
Arnett,393.76079532163743,1
Lasalle,381.05883418222976,1
Dorell,369.1507456140351,1
Sharone,365.3450678241997,1
Mickell,350.87595622720164,1
Shabazz,332.755601680257,2
Pervis,331.20066896212495,1
Sedale,328.1339961013645,1
Benoit,319.26550972024654,1
Prescott,317.83382582015577,6
Kaniel,316.41492481203005,1
Arinze,308.1606224256293,1
Alando,281.2577109440267,1
Rayjon,258.67497502881287,1
Andray,254.95303294206738,1
Acie,254.03922278815318,2
Yi,242.7292573900505,1
Markelle,227.16968960863696,1
Zabian,225.72274891049278,1
Matisse,225.72274891049278,1
Dragan,222.88346904998346,1
Othello,222.88346904998346,1
Lari,221.94920697012802,1
Dontell,220.11473030402092,1
Zylan,207.2425238534934,1
Jeryl,201.35495215311005,1
Jrue,192.6003890160183,1
Shawne,190.52941709111488,1
Priest,186.51827146814404,1
Tyronn,181.73575168690957,1
Orien,181.73575168690957,1
Devean,178.98217969165339,1
Lou,177.78497447632458,3
Khyri,176.31080387536005,1
Khris,172.03141543178333,1
Loy,167.16260178748757,1
Ja,161.08396172248803,1
Sun,159.63275486012327,1
Amal,144.64682277121375,1
Tierre,142.89706281833617,1
Dwyane,140.07301019346787,1
Jerami,138.97439834881322,1
Etan,138.43152960526317,1
Shelden,134.23663476874003,1
Raef,132.23310290652003,1
Wayman,129.33748751440643,1
Monta,123.91073978652925,1
Julyan,122.20162613430126,1
Stevin,120.95041494521286,1
Linton,120.13041213202497,1
Cheikh,118.12823859649123,1
Donyell,117.73578597656932,1
Cherokee,114.31765025466893,1
Sherron,112.86137445524639,1
Alize,110.05736515201046,1
Zan,108.70696803358089,1
Keita,108.70696803358089,1
Yuta,102.42332826285367,1
Tarence,102.42332826285367,1
Gaylon,101.54289850701252,1
Emeka,100.39227076189056,1
Tyus,98.30366596101905,2
Antonius,94.50259087719299,1
Lamond,94.00125087253943,1
Ennis,91.80951186255794,1
Blue,91.80951186255794,1
Archibald,90.86787584345478,1
Georges,90.63547718400862,1
Emanual,87.50239896036386,1
Carrick,86.43529653401797,1
Doron,85.3939074191503,1
Dewan,82.22383196971546,1
Maalik,80.90975246335016,1
Mickael,80.54198086124401,1
Sharrod,80.35934598400763,1
Antawn,79.63701478415139,1
Mateen,78.92755362794514,1
Marshon,77.54588966946908,1
Eldridge,74.7647079724628,1
Vander,72.32341138560687,1
Keldon,72.17611319541216,1
Haywood,71.01898112013501,1
Aleksandar,70.3842533842053,2
Jodie,69.48719917440661,1
Nassir,64.90562560246771,1
Klay,64.31664533384277,1
Shandon,60.37218326907558,1
Anfernee,60.065206066012486,2
Lucious,57.905999312005505,1
Ashraf,57.343805143927774,1
Renaldo,55.720867262495865,2
Kentavious,55.02868257600523,1
Rajon,54.94336678906569,1
Elden,54.77352639713658,1
Trajan,53.61342145075245,1
Iman,50.19613538094528,1
Tamar,49.98373988568034,1
Corie,49.703326197682145,1
Damone,47.825197812344626,1
Cartier,47.76074336785359,1
Daequan,47.63235427277872,1
Felton,46.143843201754386,1
Bryn,44.745544922913346,1
Delon,44.57669380999669,1
Jacque,42.64557350053835,1
Caron,41.790650446871894,1
Jae,41.59445021003212,1
Dedric,41.351775471350486,1
Demar,40.45487623167508,1
Caris,39.57648509828789,1
Shareef,39.419879398161704,1
Jawad,39.072184761794226,1
Randolph,38.5619930130004,6
Ky,37.90210864058542,1
Hilton,37.540753791257806,1
Juaquin,36.459332900151615,1
Brevin,35.72426570458404,1
Lebron,35.332474156477936,1
Desmon,34.60788240131579,1
Sasha,34.108249835368014,1
Taurean,33.799209898853,2
Darvin,33.68676005603362,1
Armen,33.46409025396352,1
Maceo,32.216792344497605,1
Delores,31.403903089463622,2
Casper,31.141011932291185,1
Kobi,30.68265937571201,1
Damir,30.629621070827454,1
Jameer,29.855494169290115,1
Tayshaun,29.830363281942226,1
Salim,29.805274666902747,1
Von,29.70534080381171,1
Horace,29.519759749227294,2
Marquese,29.312218014017674,1
Diante,28.46463580638343,1
Toney,28.237825959320613,1
Tyreke,28.125771094402673,1
Stacey,28.07007649817613,2
Jamario,28.05896403717131,1
Treveon,27.664692879740333,1
Dijon,27.535719952562058,1
Jarell,27.397349500539132,2
Brook,27.38676319856829,1
Buck,27.114362340434102,1
Terance,26.990458171323205,1
Delonte,26.867681257731135,1
Jarron,26.585500059225332,1
Hakim,25.42214603941705,1
Tito,25.295126037792553,1
Kelan,25.151505733816443,1
Rony,25.0803054344992,1
Donta,24.895308450261584,2
Andrae,24.644277871312493,1
Geno,24.644277871312493,1
Stanton,24.575916490254762,1
Dakari,24.541877824755797,1
Dajuan,24.37308911894592,2
Kedrick,24.09141507746252,1
Jonny,23.720529838652855,1
Javaris,23.469186476124083,1
Landry,23.376300513817526,2
Kalin,22.702416130011127,1
Jahlil,22.658869296002155,1
Talen,22.658869296002155,1
Wes,22.09381021131382,1
Terrel,21.464852561446012,1
Norris,21.33562406920371,1
Jabari,21.230176174298258,4
Diamond,20.84615975232198,1
Juwan,20.675887735675243,2
Lindsey,20.651789964421543,1
Rakeem,19.999137459902578,1
Demetris,19.775932800751878,1
Alfonzo,19.731888406986286,1
Donell,19.633502259804636,1
Mahmoud,18.31445559635523,1
Garth,18.220293870924095,1
Armon,17.99820801368581,1
Hollis,17.99820801368581,1
Dejuan,17.363288377730214,2
Scot,17.31239451829378,1
Jerel,17.06233585890581,1
Dino,16.779579346092504,1
Martell,16.747859914436376,1
Jajuan,16.669083527256525,1
Jameel,16.316055054763982,1
Jaren,15.89882080706477,2
Rashard,15.71550846073054,1
Randell,15.441599816534803,1
Lamarcus,15.041796086140648,1
Morris,15.029037989375475,2
Kadeem,14.997237231886317,1
Richie,14.759879874613647,1
Khalid,14.735331217857533,2
Mikal,14.656109007008837,1
Hubert,14.547812635035864,1
Brandin,14.16405738567041,1
Ira,14.048948098690731,2
Horacio,13.90289194937127,1
Tracy,13.846758887319888,3
Carsen,13.767859976281029,1
Torrey,13.746497897186721,1
Derrick,13.475387185261877,30
Shaquille,13.41604072646124,2
Tyrus,13.267866558946974,1
Kwame,13.228246203414471,1
Reginald,12.891404721334075,11
Earl,12.88015976555476,5
Jarrell,12.844679803895385,1
Luc,12.821444131312361,1
Christiana,12.783168750128013,3
Dionte,12.74765164710337,1
Hiram,12.553479128213732,1
Tarik,12.553479128213732,1
Scottie,12.425831549420536,1
Elton,12.386742949649552,1
Deron,12.115716779127306,1
Royal,11.980551581794241,1
Langston,11.952266974349872,1
Alton,11.651642800903293,2
Baron,11.649727672237795,1
Quincy,11.571367981109962,5
Adonis,11.457637109262,2
Lyndon,11.053796499983584,1
Darrick,11.005736515201047,1
Jelani,10.887395262349422,1
Latrell,10.87737003650932,1
Kirk,10.84989562309908,4
Edmond,10.667812034601855,1
Laron,10.645380468292991,1
Lawrence,10.62230823652477,13
Courtney,10.546379459548357,4
Trae,10.525236584183952,1
Dequan,10.45382642446825,1
Javonte,10.416952257186175,1
Tremaine,10.301881272949817,1
Coby,10.297391131468071,2
Monte,10.218705760942148,1
Glen,10.149442934304735,3
Jamaal,9.999568729951289,2
Rudolph,9.993928815269985,1
Taj,9.912859182922341,1
Markel,9.871440551238821,1
Jerome,9.849882908581758,7
Hassan,9.830366596101905,2
Theron,9.735843840370157,1
Jevon,9.730497413220036,1
Jerald,9.677354336140734,1
Rasheed,9.49838423450747,1
Otto,9.362872279774734,1
Cedric,9.141165801420597,5
Judson,9.06123026820439,1
Junior,9.026610183124648,2
Royce,8.8695961904511,2
Lionel,8.86404991969669,2
Chauncey,8.848557198239044,1
Lazaro,8.787124120740732,1
Rodrick,8.73083803373919,1
Antoine,8.6912254025622,4
Rex,8.653026878024018,2
Britton,8.566224698802845,1
Jamel,8.354189433980991,2
Dion,8.239588834909874,2
Donte,8.234483365877322,3
Demarco,8.21285552235165,1
Mustafa,8.188186594026655,1
Channing,8.06886875659093,1
Luther,7.969073887777685,1
Tyshawn,7.951193982263264,1
Sherman,7.842104797288641,1
Adelaide,7.835058469070709,2
Malcolm,7.822371441582943,5
Gerald,7.7263307394845855,7
Kevon,7.621176683644596,1
Franklin,7.530806999648809,5
Nigel,7.47410557396338,2
Keyon,7.4575908204855565,1
Rodney,7.3565772129217635,8
Alonzo,7.27838808357925,3
Carmelo,7.232341138560687,1
Ervin,7.143412936695699,1
Brandan,7.090530528000674,1
Duane,7.070724576805141,2
Kenyon,6.978824651230282,1
Tariq,6.962371626512253,1
Andreas,6.918873795186913,1
Vernon,6.8732489485933606,2
Terence,6.840743476295216,2
Coty,6.826906487949792,1
Semaj,6.824277215279677,1
Darryl,6.823291760086136,4
Arron,6.704213314216301,1
Wendell,6.559036013131106,1
Bryon,6.5432923890227785,1
Jamil,6.5060531630158565,1
Otis,6.5012789541272005,1
Clifford,6.476723407666287,3
Dwight,6.465104730264958,2
Jarvis,6.393950668280987,2
Malik,6.3663014179703215,7
Trey,6.276183756122796,6
Demarcus,6.268967199530757,2
Tobias,6.110608083273966,2
Maurice,5.988757343294865,6
Donnell,5.980167326855783,1
Jarrett,5.9637300015056995,3
Devyn,5.906411929824562,1
Garrison,5.906411929824562,1
Frederick,5.8852251193947405,5
Norman,5.875078179533714,2
Damion,5.831573404467232,2
Shea,5.8133975687249615,1
Leroy,5.783040401264257,2
Darius,5.771469476818938,7
Melvin,5.764930916905505,4
Jamal,5.662906931758927,4
Tyrone,5.5971683769955565,4
Dwayne,5.399462404105744,3
Rashad,5.374351164535542,2
Elmer,5.289324116260802,1
Omari,5.27515206593441,1
Clyde,5.274366956235656,1
London,5.252478372454035,1
Andre,5.251388711242275,10
Marques,5.209241743193792,1
Stephon,5.199306276254015,1
Wayne,5.170857456620321,4
Bernard,5.162571429666744,2
Brad,5.158688666933966,3
Jalen,5.1204264671214235,5
Alvin,5.09124675494886,3
Walter,5.062759338881502,6
Shayne,5.049653972491788,1
Dusty,5.0374515392960015,1
Jackie,5.0345889443027945,1
Keon,4.978012583080119,1
Harvey,4.95019857227928,1
Lamar,4.918252942744759,2
Dexter,4.899214982919385,2
Deonte,4.869928758959374,1
Daquan,4.82681443461555,1
Solomon,4.817628001488223,2
Jaylen,4.786557025689328,4
Dewayne,4.735231370783988,1
Lester,4.723869845234253,1
Kimberley,4.6396161909009805,1
Terry,4.6085835856275565,6
Dana,4.582758512730812,1
Bo,4.555073467731024,1
Gerard,4.492706843172841,1
Kelly,4.438408363572843,2
Thaddeus,4.395741947277024,1
Desmond,4.391928563508163,3
Lorenzo,4.360450531107984,4
Terrence,4.348100884906225,3
Darrin,4.24667124972407,1
Kerry,4.230449036522307,1
Guy,4.175618190049177,1
Herbert,4.1653116571400295,1
Marcus,4.082551886873206,17
Denzel,4.057530521977029,1
Jermaine,4.0536628183491095,3
Gary,4.005591746468944,8
Ibrahim,3.988124192994302,1
Lamont,3.9609334502008906,1
Allan,3.9424264744629403,2
Pierre,3.8717875646178705,1
Jefferson,3.8578784649409283,1
Roger,3.7931520782368544,4
Lloyd,3.744951028103917,1
Katelin,3.73915567803972,1
Kendall,3.6371397936005923,2
Harold,3.635647250982033,2
Keith,3.633671517815127,10
Jaron,3.6246774653725446,1
Milton,3.6121161531900285,1
Glenn,3.6053178268423998,2
Troy,3.6000595157622817,7
Marquis,3.510149720577196,2
Lonnie,3.4767459608503253,1
Kent,3.4757229873428175,1
Dominique,3.4444740806674803,2
Garret,3.4207018898597843,1
Brice,3.4147688937124077,1
Dean,3.40907505729629,3
Dale,3.349888607519365,2
Stanley,3.3476734913043047,2
Amir,3.2369813280003075,2
Kareem,3.235503659175328,1
Duncan,3.220508140580459,1
Leonard,3.162172890064011,2
Romeo,3.141151531550024,1
Julius,3.1326825705146844,2
Jayson,3.1193091786768217,2
Davon,3.09831015727814,1
Edward,3.069206220529205,13
Sheldon,3.062432732366693,1
Jarred,3.043235000338975,1
Jamison,3.038017280664155,1
Roland,3.0289291947818264,1
Gordon,2.9981786445809955,1
Jon,2.935268214711267,3
Elliot,2.918307866673312,2
Deandre,2.9046737083682936,2
Rowan,2.89553652904219,1
Byron,2.8947087260728908,2
Sterling,2.8054521515949467,1
Daryl,2.786481489145099,1
Deshawn,2.7576431078474335,1
Ruben,2.7298160205628847,4
Trevon,2.7237315793518846,1
Darrell,2.696581310222749,2
Donald,2.6588919489445817,7
Erick,2.634536786153765,4
Reece,2.5882611436566876,1
Brooks,2.565774078985474,1
Wilson,2.5334909621781074,1
Damon,2.5082968169973716,2
Kobe,2.4773485899299104,1
Gregory,2.475214535687328,12
Emanuel,2.474926431939896,2
Shannon,2.467344675830075,1
Chandler,2.4670011541209447,2
Dorian,2.45062385581546,1
Howard,2.449946185893354,1
Darnell,2.4039120593506556,1
Walker,2.3859470530497116,1
Moses,2.38386059322934,1
Terrance,2.3772243219149667,2
Lance,2.375657283179346,3
Marlon,2.3023955027902394,1
Bryant,2.2976932329852087,2
Bruce,2.290342634198111,2
Dennis,2.2794778059046017,4
Tyson,2.204982054439234,2
Marvin,2.1898579731166885,2
Miles,2.135490905631056,3
Jarrod,2.0868255552318558,1
Russell,2.058820169578073,3
Ty,2.0436822224818987,2
Vincent,2.0233542495096497,7
Charles,2.01127000200132,19
Gilbert,1.9941743052696734,1
Mark,1.955287662685969,14
Brent,1.908474962515341,3
Douglas,1.8956629799645548,4
Antonio,1.8884277696619503,8
Jeffrey,1.8806389783496584,13
Guillermo,1.8781319401636212,1
Avery,1.866066640985065,2
Kurt,1.857556954552226,1
Karl,1.8555145075107267,1
Noel,1.8336250622935462,1
Devin,1.81133301000797,7
Wade,1.7914503881785142,1
Jameson,1.7804698341512948,1
Raymond,1.7581397632038502,5
Anthony,1.7557986341382603,34
Mario,1.7530346308004932,4
Grant,1.7514101871306014,4
Craig,1.7388847683487423,3
Zion,1.7037726720647772,1
Quinton,1.6745485790742036,1
Kenneth,1.6566226429949218,9
Theodore,1.6467308649402834,2
Mitchell,1.6371455699049438,4
Ernest,1.6287559324821845,1
Isaiah,1.6068863116966718,8
Cory,1.587602884103009,4
Terrell,1.56302525377971,1
Jordan,1.559229132925061,15
Alec,1.5476666773931071,2
Kelvin,1.5396650987942548,1
Luke,1.5307533833936924,9
Francis,1.5216175001694876,1
Demetrius,1.5125254621829862,1
Todd,1.5025214779507914,2
Jared,1.4740059243988661,7
George,1.4592741024890823,5
Branden,1.4371997558174778,1
Martin,1.4365200818392643,3
Quinn,1.4166322185380302,1
Paul,1.388110911827159,8
Henry,1.3803683054292946,5
Travis,1.3785131557194765,8
Ivan,1.3729455903822783,3
Jaxson,1.3573278018670714,1
Quentin,1.3525101739923429,1
Christopher,1.3233758585464648,44
Derek,1.3214188556014457,6
Alex,1.2907838855926923,7
Xavier,1.2895743958570043,4
Kevin,1.284442116708722,18
Shawn,1.279200955072531,5
Aaron,1.2700400414318342,14
Allen,1.2651852547775786,2
Jonathan,1.2592510110667983,22
Marshall,1.2554813327292085,1
Myles,1.245377831703239,1
Timothy,1.2196470618779853,12
Calvin,1.2135008330832733,2
Patrick,1.2125573845805377,9
Shane,1.2065906243098106,4
James,1.1920376879133592,28
Sean,1.1646239500570592,9
Steven,1.1563061726359751,12
Alan,1.1465545234005792,3
Bryce,1.139085592997644,3
Damian,1.1351208065005562,2
Wesley,1.132726189955487,3
Corey,1.126506030244284,4
Ramon,1.1227852732296477,1
Oliver,1.104243030534614,2
Erik,1.0819145455889332,3
Dante,1.0731126325989393,1
Jason,1.061118921277411,15
Robert,1.0608113455118582,20
Malachi,0.9656259285816721,1
William,0.9518717705456944,20
Johnathan,0.9088885019349944,2
Casey,0.8810389841497476,2
Darren,0.8791047722501331,1
Michael,0.8755782823022431,36
Micheal,0.8701682359904575,1
Arthur,0.8532194914878384,1
Shaun,0.8421489883545392,1
Peyton,0.8355765250152637,1
Victor,0.8289313150015758,3
Donovan,0.8269969098046152,1
Brian,0.8093395873868068,10
Grayson,0.8048710329081845,1
Spencer,0.8018660839223298,2
Damien,0.8008875133663443,1
Stephen,0.7861240368000747,5
Trevor,0.782888053202469,3
Marc,0.7753740636461518,1
Kyle,0.7724371331468346,9
Harrison,0.7692309871705528,1
Jeremy,0.7544835924452022,6
Louis,0.7511651951957983,1
Rafael,0.7403219532254145,1
Jeremiah,0.7385579349554852,3
Levi,0.7281154593334367,2
Trenton,0.7273309165698089,1
Isaac,0.7156178948324943,4
Tyler,0.7043206860094983,11
Joseph,0.6932866083969231,16
Brandon,0.6878338845453398,13
Jonathon,0.6769655882432781,1
Benjamin,0.6676929606403529,9
Justin,0.6420565461511157,12
Daniel,0.6339548364431948,16
Samuel,0.6299564767149624,7
Thomas,0.6151551247018238,8
David,0.6033860471562794,15
Cameron,0.5971224596802354,4
Joshua,0.5896844011355156,17
Curtis,0.5741162146053974,1
Devon,0.5621406614470887,1
Andrew,0.5598787280491213,13
Nolan,0.5450814670298757,1
Peter,0.5270876050085502,2
Collin,0.5215144523265695,1
Julian,0.5115806644620502,2
Nicolas,0.501662914115503,1
Eric,0.49810562120339535,6
Max,0.4871602389022939,1
Matthew,0.4831912666267419,15
Blake,0.47836172372808017,2
Ryan,0.4747983169515584,10
Brendan,0.47370036329662846,1
Omar,0.4715384416066445,1
Nathan,0.4443305487787576,5
Adrian,0.41382438071321653,2
Carlos,0.3947300769550493,2
Ronald,0.389113056041146,1
Phillip,0.38826043910103936,1
Brett,0.378034557720466,1
Jack,0.3716828349269751,2
Jorge,0.3639530412437724,1
Zachary,0.3595704406850332,5
Taylor,0.35544037369936077,1
Nicholas,0.3465652143670268,7
Richard,0.33955087011057633,3
Sebastian,0.3293874985263119,1
Juan,0.32215474438725117,2
Garrett,0.3198446879389468,1
Evan,0.31646719841176774,2
Dominic,0.3072575524020476,1
Cole,0.2984920747858275,1
Austin,0.2891457288158496,3
Caleb,0.28816568272718107,2
Joel,0.2830503632445757,1
John,0.27394384511106157,6
Alexander,0.2714302138367011,4
Seth,0.27097154507044013,1
Jacob,0.2683756783817049,6
Gabriel,0.26697658263483026,2
Cody,0.26683385848271124,2
Adam,0.2665007601235354,3
Chase,0.2476465683604403,1
Bradley,0.23306503991310565,1
Christian,0.20416277025194432,2
Ian,0.19546328881689623,1
Jackson,0.1941546816577677,1
Luis,0.17860332415556582,1
Mason,0.16343444621256326,1
Elijah,0.1600256105256028,1
Noah,0.11821453520719247,1
